Date,Open,High,Low,Close,Adj Close,Volume
2012-08-03,87.661430,88.282860,87.365715,615.700012,87.957146,86230200
2012-08-06,88.184288,89.267143,87.894287,622.549988,88.935715,75525800
2012-08-07,88.967140,89.285713,88.291428,620.910034,88.701431,72611700
2012-08-08,88.484283,89.125717,88.157143,619.859985,88.551430,61176500
2012-08-09,88.264282,88.818573,88.257141,620.729980,88.675713,55410600
2012-08-10,88.387146,88.822861,88.385712,621.700012,88.814285,48734700
2012-08-13,89.055717,90.000000,89.035713,630.000000,90.000000,69708100
2012-08-14,90.267143,91.230003,90.029999,631.690002,90.241432,85042300
2012-08-15,90.185715,90.571426,89.678574,630.829956,90.118568,64335600
2012-08-16,90.172859,90.965714,90.071426,636.340027,90.905716,63633500
2012-08-17,91.428574,92.598572,91.258568,648.109985,92.587143,110690300
2012-08-20,92.858574,95.021431,92.842857,665.150024,95.021431,153346200
2012-08-21,95.831429,96.411430,92.904289,656.059998,93.722855,203179900
2012-08-22,93.488571,95.571426,92.587143,668.869995,95.552856,141330700
2012-08-23,95.158569,95.699997,94.449997,662.630005,94.661430,105032200
2012-08-24,94.215714,95.639999,93.650002,663.219971,94.745712,109335100
2012-08-27,97.141426,97.267143,96.220001,675.679993,96.525711,106752100
2012-08-28,96.425713,96.585716,95.809998,674.799988,96.400002,66854200
2012-08-29,96.464287,96.809998,96.085716,673.469971,96.209999,50701700
2012-08-30,95.805717,95.935715,94.692856,663.869995,94.838570,75674900
2012-08-31,95.321426,95.514282,93.892860,665.239990,95.034286,84580300
2012-09-04,95.108574,96.448570,94.928574,674.969971,96.424286,91973000
2012-09-05,96.510002,96.621429,95.657143,670.230042,95.747147,84093800
2012-09-06,96.167145,96.898575,95.828575,676.270020,96.610001,97799100
2012-09-07,96.864288,97.497147,96.538574,680.440002,97.205711,82416600
2012-09-10,97.207146,97.612854,94.585716,662.739990,94.677139,121999500
2012-09-11,95.015717,95.728569,93.785713,660.590027,94.370003,125995800
2012-09-12,95.264282,95.699997,93.714287,669.790039,95.684288,178058300
2012-09-13,96.767143,97.928574,96.395714,682.979980,97.568573,149590000
2012-09-14,98.565712,99.568573,98.269997,691.280029,98.754288,150118500
2012-09-17,99.907143,99.971428,99.230003,699.780029,99.968575,99507800
2012-09-18,99.982857,100.332855,99.488571,701.910034,100.272858,93375800
2012-09-19,100.037140,100.570000,99.938568,702.100037,100.300003,81718700
2012-09-20,99.879997,100.008568,99.088570,698.700012,99.814285,84142100
2012-09-21,100.344284,100.724289,99.908569,700.089966,100.012856,142897300
2012-09-24,98.122856,99.302856,97.571426,690.790039,98.684288,159941600
2012-09-25,98.322861,98.968575,96.142860,673.540039,96.220001,129697400
2012-09-26,95.534286,96.098572,94.457146,665.179993,95.025711,144125800
2012-09-27,94.898575,97.452858,94.335716,681.320007,97.331429,148522500
2012-09-28,96.964287,97.301430,95.250000,667.100037,95.300003,133777700
2012-10-01,95.879997,96.678574,93.785713,659.390015,94.198570,135898700
2012-10-02,94.544289,95.192856,92.949997,661.309998,94.472855,156998100
2012-10-03,94.980003,95.980003,94.661430,671.449951,95.921425,106070300
2012-10-04,95.892860,96.321426,95.078575,666.799988,95.257141,92681400
2012-10-05,95.028572,95.142860,93.040001,652.589966,93.227142,148501500
2012-10-08,92.411430,92.508568,90.872856,638.170044,91.167145,159498500
2012-10-09,91.235718,91.498573,89.078575,635.850037,90.835716,209649300
2012-10-10,91.391426,92.139999,91.000000,640.909973,91.558571,127589000
2012-10-11,92.357140,92.457146,89.728569,628.099976,89.728569,136520300
2012-10-12,89.937141,90.768570,89.328575,629.710022,89.958572,115003700
2012-10-15,90.335716,90.732857,89.121429,634.760010,90.680000,108125500
2012-10-16,90.767143,92.900002,90.142860,649.789978,92.827141,137442900
2012-10-17,92.695717,93.255714,92.000000,644.609985,92.087143,97259400
2012-10-18,91.370003,91.722855,90.000000,632.640015,90.377144,119156100
2012-10-19,90.150002,90.252853,87.088570,609.840027,87.120003,186021500
2012-10-22,87.488571,90.768570,87.251427,634.030029,90.575714,136682700
2012-10-23,90.142860,90.557144,87.385712,613.359985,87.622856,176786400
2012-10-24,88.777145,89.507141,87.234283,616.829956,88.118568,139631800
2012-10-25,88.571426,88.857140,86.507141,609.539978,87.077141,164081400
2012-10-26,87.061432,87.714287,84.428574,604.000000,86.285713,254608200
2012-10-31,84.982857,85.994286,83.957146,595.320007,85.045715,127500800
2012-11-01,85.459999,86.142860,84.881432,596.540039,85.220001,90324500
2012-11-02,85.127144,85.278572,82.107140,576.799988,82.400002,149843400
2012-11-05,83.360001,83.967140,82.514282,584.619995,83.517143,132283900
2012-11-06,84.318573,84.391426,82.870003,582.849976,83.264282,93729300
2012-11-07,81.977142,82.077141,79.392860,558.000000,79.714287,198412200
2012-11-08,80.089996,80.318573,76.470001,537.750000,76.821426,264036500
2012-11-09,77.202858,79.268570,76.245712,547.059998,78.151428,232478400
2012-11-12,79.164284,79.214287,76.949997,542.830017,77.547142,128950500
2012-11-13,76.987144,78.639999,76.622856,542.900024,77.557144,133237300
2012-11-14,77.928574,78.207146,76.597145,536.880005,76.697144,119292600
2012-11-15,76.790001,77.071426,74.660004,525.619995,75.088570,197477700
2012-11-16,75.028572,75.714287,72.250000,527.679993,75.382858,316723400
2012-11-19,77.244286,81.071426,77.125717,565.729980,80.818573,205829400
2012-11-20,81.701431,81.707146,79.225716,560.909973,80.129997,160688500
2012-11-21,80.607140,81.052856,79.514282,561.700012,80.242859,93250500
2012-11-23,81.024284,81.714287,80.371429,571.500000,81.642860,68206600
2012-11-26,82.271431,84.285713,81.958572,589.530029,84.218575,157644900
2012-11-27,84.221428,84.345711,82.871429,584.780029,83.540001,133332500
2012-11-28,82.467140,83.685715,81.751427,582.940002,83.277145,130216100
2012-11-29,84.317146,84.892860,83.607140,589.359985,84.194283,128674700
2012-11-30,83.827141,84.057144,83.239998,585.279968,83.611427,97829900
2012-12-03,84.807144,84.941429,83.642860,586.190002,83.741432,91070000
2012-12-04,83.114288,83.114288,81.732857,575.849976,82.264282,139267100
2012-12-05,81.272858,81.321426,76.967140,538.790039,76.970001,261159500
2012-12-06,75.562859,79.044289,74.089996,547.239990,78.177139,294303100
2012-12-07,79.057144,79.314285,75.714287,533.250000,76.178574,196760200
2012-12-10,75.000000,76.930000,74.511429,529.819946,75.688568,157621100
2012-12-11,77.110001,78.508568,76.767143,541.390015,77.341431,148086400
2012-12-12,78.252853,78.285713,76.610001,539.000000,77.000000,121786000
2012-12-13,75.878571,76.805717,75.114288,529.690002,75.669998,156314900
2012-12-14,73.535713,74.018570,72.225716,509.789978,72.827141,252394800
2012-12-17,72.704285,74.285713,71.604286,518.829956,74.118568,189401800
2012-12-18,75.000000,76.414284,74.321426,533.900024,76.271431,156421300
2012-12-19,75.924286,76.242859,75.071426,526.309998,75.187141,112342300
2012-12-20,75.714287,75.742859,74.125717,521.730042,74.532860,120422400
2012-12-21,73.209999,74.238571,72.891426,519.330017,74.190002,149067100
2012-12-24,74.335716,74.892860,74.101425,520.169983,74.309998,43938300
2012-12-26,74.142860,74.208572,73.017143,513.000000,73.285713,75609100
2012-12-27,73.362854,73.750000,72.094284,515.059998,73.580002,113780100
2012-12-28,72.898575,73.497147,72.588570,509.589966,72.798569,88569600
2012-12-31,72.932854,76.485718,72.714287,532.169983,76.024284,164873100
2013-01-02,79.117142,79.285713,77.375717,549.029968,78.432854,140129500
2013-01-03,78.268570,78.524284,77.285713,542.099976,77.442856,88241300
2013-01-04,76.709999,76.947144,75.118568,527.000000,75.285713,148583400
2013-01-07,74.571426,75.614288,73.599998,523.900024,74.842857,121039100
2013-01-08,75.601425,75.984283,74.464287,525.309998,75.044289,114676800
2013-01-09,74.642860,75.001427,73.712860,517.099976,73.871429,101901100
2013-01-10,75.507141,75.531425,73.645714,523.510010,74.787140,150286500
2013-01-11,74.428574,75.045715,74.145714,520.300049,74.328575,87626700
2013-01-14,71.811432,72.500000,71.215714,501.750000,71.678574,183551900
2013-01-15,71.185715,71.284286,69.054283,485.920013,69.417145,219193100
2013-01-16,70.662857,72.777145,70.357140,506.089966,72.298569,172701200
2013-01-17,72.901428,72.964287,71.718575,502.680023,71.811432,113419600
2013-01-18,71.217140,71.745712,70.914284,500.000000,71.428574,118230700
2013-01-22,72.080002,72.554283,70.947144,504.770020,72.110001,115386600
2013-01-23,72.687141,73.570000,72.110001,514.010010,73.430000,215377400
2013-01-24,65.714287,66.532860,64.321426,450.499969,64.357140,365213100
2013-01-25,64.527145,65.175713,62.142857,439.880005,62.840000,302006600
2013-01-28,62.547142,64.744286,62.265713,449.830017,64.261429,196379400
2013-01-29,65.500000,65.742859,64.588570,458.269989,65.467140,142789500
2013-01-30,65.285713,66.085716,64.928574,456.830017,65.261429,104288800
2013-01-31,65.282860,65.611427,64.997147,455.489990,65.070000,79833600
2013-02-01,65.587143,65.639999,64.050003,453.619995,64.802856,134871100
2013-02-04,64.844284,65.134285,63.142857,442.320007,63.188572,119279300
2013-02-05,63.435715,65.677139,63.174286,457.840027,65.405716,143336900
2013-02-06,65.209999,66.642860,64.654289,457.350006,65.335716,148426600
2013-02-07,66.178574,67.142860,64.874283,468.220001,66.888573,176145200
2013-02-08,67.714287,68.401428,66.892860,474.980011,67.854286,158289600
2013-02-11,68.071426,69.277145,67.607140,479.930023,68.561432,129372600
2013-02-12,68.501427,68.911430,66.820000,467.899994,66.842857,152263300
2013-02-13,66.744286,67.662857,66.174286,467.010010,66.715714,118801900
2013-02-14,66.360001,67.377144,66.288574,466.590027,66.655716,88818800
2013-02-15,66.978569,67.165718,65.702858,460.160004,65.737144,97936300
2013-02-19,65.871429,66.104286,64.835716,459.990021,65.712860,108945900
2013-02-20,65.384285,65.384285,64.114288,448.850006,64.121429,119075600
2013-02-21,63.714287,64.167145,63.259998,446.059998,63.722858,111795600
2013-02-22,64.178574,64.514282,63.799999,450.809998,64.401428,82663700
2013-02-25,64.835716,65.017143,63.224285,442.799988,63.257141,93144800
2013-02-26,63.402859,64.505714,62.522858,448.970001,64.138573,125374900
2013-02-27,64.061432,64.634285,62.950001,444.569977,63.509998,146837600
2013-02-28,63.435715,63.981430,63.057144,441.400024,63.057144,80628800
2013-03-01,62.571430,62.597141,61.425713,430.470001,61.495716,138112100
2013-03-04,61.114285,61.171429,59.857143,420.049988,60.007141,145688900
2013-03-05,60.211430,62.169998,60.107143,431.139984,61.591427,159608400
2013-03-06,62.072857,62.178570,60.632858,425.660004,60.808571,115062500
2013-03-07,60.642857,61.715714,60.151428,430.580017,61.511429,117118400
2013-03-08,61.400002,62.204285,61.230000,431.720001,61.674286,97870500
2013-03-11,61.392857,62.715714,60.734287,437.869995,62.552856,118559000
2013-03-12,62.228573,62.697144,61.081429,428.429993,61.204285,116477900
2013-03-13,61.207142,62.071430,60.765713,428.349976,61.192856,101387300
2013-03-14,61.832859,62.091427,61.492859,432.500000,61.785713,75968900
2013-03-15,62.561428,63.461430,62.464287,443.660004,63.380001,160990200
2013-03-18,63.064285,65.351425,63.028572,455.720032,65.102859,151549300
2013-03-19,65.642860,65.852859,64.071426,454.489990,64.927139,131693800
2013-03-20,65.345711,65.375717,64.227142,452.079987,64.582855,77165200
2013-03-21,64.317146,65.425713,64.300003,452.729980,64.675713,95813900
2013-03-22,64.940002,66.014282,64.730003,461.910004,65.987144,98776300
2013-03-25,66.384285,67.135712,65.968575,463.580017,66.225716,125283900
2013-03-26,66.491432,66.548569,65.790001,461.140015,65.877144,73573500
2013-03-27,65.208572,65.257141,64.389999,452.079987,64.582855,82809300
2013-03-28,64.260002,64.545715,63.088570,442.660004,63.237144,110709900
2013-04-01,63.128571,63.385715,61.105713,428.910004,61.272858,97433000
2013-04-02,61.085712,62.591427,60.914288,429.790009,61.398571,132379800
2013-04-03,61.624287,62.468571,61.472858,431.989990,61.712856,90804000
2013-04-04,61.965714,62.142857,60.750000,427.720001,61.102856,89611900
2013-04-05,60.642857,60.707142,59.954285,423.199982,60.457142,95923800
2013-04-08,60.692856,61.071430,60.355713,426.209991,60.887142,75207300
2013-04-09,60.908573,61.214287,60.392857,426.980011,60.997143,76653500
2013-04-10,61.157143,62.437141,60.858570,435.690002,62.241428,93982000
2013-04-11,61.959999,62.570000,61.599998,434.329987,62.047142,82091100
2013-04-12,62.021427,62.021427,61.298573,429.800018,61.400002,59653300
2013-04-15,61.000000,61.127144,59.935715,419.850006,59.978573,79380000
2013-04-16,60.224285,60.944286,60.081429,426.240021,60.891430,76442800
2013-04-17,60.038570,60.085712,56.872856,402.800018,57.542858,236264000
2013-04-18,57.855713,57.970001,55.677143,392.049988,56.007141,166574800
2013-04-19,55.424286,57.085712,55.014286,390.529999,55.790001,152318600
2013-04-22,56.091427,57.457142,55.895714,398.670013,56.952858,107480100
2013-04-23,57.712856,58.340000,56.972858,406.130005,58.018570,166059600
2013-04-24,56.220001,59.321430,56.071430,405.459991,57.922855,242412800
2013-04-25,58.747143,59.134285,58.142857,408.380005,58.340000,96209400
2013-04-26,58.544285,59.824287,58.321430,417.199982,59.599998,191024400
2013-04-29,60.064285,61.945713,60.000000,430.119995,61.445713,160081600
2013-04-30,62.157143,63.607143,61.724285,442.779999,63.254284,172884600
2013-05-01,63.494286,63.561428,62.055714,439.290009,62.755714,126727300
2013-05-02,63.111427,64.084282,62.947144,445.519989,63.645714,105457100
2013-05-03,64.472855,64.747147,64.164284,449.980011,64.282860,90325200
2013-05-06,65.101425,66.028572,64.901428,460.709991,65.815712,124160400
2013-05-07,66.424286,66.535713,64.814285,458.660004,65.522858,120938300
2013-05-08,65.577141,66.481430,65.115715,463.839996,66.262856,118149500
2013-05-09,65.687141,66.142860,65.082855,456.769958,65.252853,99621900
2013-05-10,65.424286,65.672859,64.354286,452.970001,64.709999,83713000
2013-05-13,64.501427,65.414284,64.500000,454.740021,64.962860,79237200
2013-05-14,64.835716,65.028572,63.164288,443.860016,63.408573,111779500
2013-05-15,62.737144,63.000000,60.337143,428.850006,61.264286,185403400
2013-05-16,60.462856,62.549999,59.842857,434.580017,62.082859,150801000
2013-05-17,62.721428,62.869999,61.572857,433.260010,61.894287,106976100
2013-05-20,61.701427,63.685715,61.442856,442.929993,63.275715,112894600
2013-05-21,62.592857,63.639999,62.028572,439.660004,62.808571,114005500
2013-05-22,63.435715,64.050003,62.602856,441.350006,63.049999,110759600
2013-05-23,62.278572,63.737144,62.255714,442.140015,63.162857,88255300
2013-05-24,62.978573,63.665714,62.908573,445.149994,63.592857,69041700
2013-05-28,64.271431,64.444283,62.978573,441.440002,63.062859,96536300
2013-05-29,62.857143,63.928570,62.771427,444.950012,63.564285,82644100
2013-05-30,63.664288,64.928574,63.501427,451.580017,64.511429,88379900
2013-05-31,64.642860,65.300003,64.214287,449.730042,64.247147,96075700
2013-06-03,64.389999,64.622856,63.211430,450.720001,64.388573,93088100
2013-06-04,64.745712,64.918571,63.912857,449.309998,64.187141,73182200
2013-06-05,63.664288,64.388573,63.387142,445.109985,63.587143,72647400
2013-06-06,63.638573,63.857143,62.007141,438.459991,62.637142,104233500
2013-06-07,62.357143,63.320000,61.824287,441.809998,63.115715,101133900
2013-06-10,63.532856,64.154289,62.400002,438.889984,62.698570,112538300
2013-06-11,62.248573,63.251427,61.902859,437.600006,62.514286,71528100
2013-06-12,62.785713,63.035713,61.642857,432.190002,61.741428,66306800
2013-06-13,61.785713,62.448570,61.250000,435.959991,62.279999,71458100
2013-06-14,62.200001,62.327145,61.214287,430.049988,61.435715,67966500
2013-06-17,61.634285,62.242859,61.480000,432.000000,61.714287,64853600
2013-06-18,61.651428,62.128571,61.458572,431.769989,61.681427,48756400
2013-06-19,61.628571,61.665714,60.428570,423.000000,60.428570,77735000
2013-06-20,59.900002,60.854286,59.310001,416.839996,59.548573,89327700
2013-06-21,59.784286,60.000000,58.299999,413.500000,59.071430,120279600
2013-06-24,58.200001,58.380001,56.864285,402.540009,57.505714,120186500
2013-06-25,57.957142,58.255714,56.975716,402.630005,57.518570,78540700
2013-06-26,57.700001,57.827145,56.522858,398.070007,56.867142,91931000
2013-06-27,57.035713,57.341427,56.220001,393.779999,56.254284,84311500
2013-06-28,55.908573,57.181427,55.552856,396.529999,56.647144,144629100
2013-07-01,57.527142,58.895714,57.317142,409.220001,58.459999,97763400
2013-07-02,58.565716,60.232857,58.495716,418.489990,59.784286,117466300
2013-07-03,60.122856,60.425713,59.635715,420.799988,60.114285,60232200
2013-07-05,60.055714,60.470001,59.335712,417.419983,59.631428,68506200
2013-07-08,60.015713,60.142857,58.664288,415.050018,59.292858,74534600
2013-07-09,59.085712,60.500000,58.625713,422.349976,60.335712,88146100
2013-07-10,59.942856,60.685715,59.750000,420.730011,60.104286,70351400
2013-07-11,60.421429,61.178570,60.167141,427.289978,61.041428,81573100
2013-07-12,61.092857,61.398571,60.487144,426.510010,60.930000,69890800
2013-07-15,60.715714,61.637142,60.685715,427.440002,61.062859,60479300
2013-07-16,60.931427,61.529999,60.595715,430.199982,61.457142,54134500
2013-07-17,61.385715,61.745716,61.174286,430.309998,61.472858,49747600
2013-07-18,61.911430,62.124287,61.515713,431.760010,61.680000,54719700
2013-07-19,61.871429,61.997143,60.621429,424.949982,60.707142,67180400
2013-07-22,61.351429,61.392857,60.781429,426.309998,60.901428,51949100
2013-07-23,60.857143,60.994286,59.815716,418.989990,59.855713,92348900
2013-07-24,62.704285,63.512856,62.180000,440.510010,62.930000,147984200
2013-07-25,62.957142,63.057144,62.258572,438.500000,62.642857,57373400
2013-07-26,62.185715,63.005714,62.048573,440.990021,62.998573,50038100
2013-07-29,62.971428,64.284286,62.885715,447.790009,63.970001,62014400
2013-07-30,64.279999,65.307144,64.175713,453.320007,64.760002,77355600
2013-07-31,64.998573,65.334282,64.204285,452.529968,64.647141,80739400
2013-08-01,65.107140,65.257141,64.751427,456.679993,65.239998,51562700
2013-08-02,65.430000,66.121429,65.237144,462.539978,66.077141,68695900
2013-08-05,66.384285,67.238571,66.021431,469.450012,67.064285,79713900
2013-08-06,66.860001,67.412857,66.024284,465.250000,66.464287,83714400
2013-08-07,66.257141,66.714287,65.967140,464.979980,66.425713,74714500
2013-08-08,66.265717,66.300003,65.421425,461.010010,65.858574,63944300
2013-08-09,65.519997,65.779999,64.807144,454.449982,64.921425,66716300
2013-08-12,65.265717,66.949997,65.232857,467.360016,66.765717,91108500
2013-08-13,67.277145,70.665718,66.864288,489.569977,69.938568,220485300
2013-08-14,71.125717,72.035713,70.485718,498.500000,71.214287,189093100
2013-08-15,70.917145,71.771431,69.868568,497.909973,71.129997,122573500
2013-08-16,71.449997,71.848572,71.265717,502.330017,71.761429,90576500
2013-08-19,72.048569,73.391426,72.000000,507.739990,72.534286,127629600
2013-08-20,72.815712,72.938568,71.545715,501.070007,71.581429,89672100
2013-08-21,71.941429,72.449997,71.599998,502.360016,71.765717,83969900
2013-08-22,72.139999,72.227142,71.171425,502.959961,71.851425,61051900
2013-08-23,71.895714,71.907143,71.335716,501.020020,71.574287,55682900
2013-08-26,71.535713,72.885712,71.500000,502.970032,71.852859,82741400
2013-08-27,71.142860,71.787140,69.471428,488.589966,69.798569,106047200
2013-08-28,69.428574,70.828575,69.428574,490.899994,70.128571,76902000
2013-08-29,70.235718,70.928574,70.161430,491.700012,70.242859,59914400
2013-08-30,70.285713,70.421425,69.500000,487.220032,69.602859,68074300
2013-09-03,70.442856,71.514282,69.621429,488.579987,69.797142,82982200
2013-09-04,71.365715,71.748573,70.897141,498.690033,71.241432,86258200
2013-09-05,71.464287,71.525711,70.519997,495.269958,70.752853,59091900
2013-09-06,71.205711,71.339996,69.992859,498.220001,71.174286,89881400
2013-09-09,72.142860,72.559998,71.925713,506.169983,72.309998,85171800
2013-09-10,72.314285,72.492859,69.928574,494.640015,70.662857,185798900
2013-09-11,66.715714,67.669998,66.401428,467.709991,66.815712,224674100
2013-09-12,66.928574,67.914284,66.572861,472.690002,67.527145,101012800
2013-09-13,67.048569,67.404289,66.385712,464.899994,66.414284,74708900
2013-09-16,65.857140,65.944283,63.888573,450.119995,64.302856,135926700
2013-09-17,63.994286,65.672859,63.928570,455.320007,65.045715,99845200
2013-09-18,66.168571,66.621429,65.808571,464.679993,66.382858,114215500
2013-09-19,67.242859,67.975716,67.035713,472.299988,67.471428,101135300
2013-09-20,68.285713,68.364288,66.571426,467.410004,66.772858,174825700
2013-09-23,70.871429,70.987144,68.942856,490.640015,70.091431,190526700
2013-09-24,70.697144,70.781425,69.688568,489.100006,69.871429,91086100
2013-09-25,69.885712,69.948570,68.775711,481.529999,68.790001,79239300
2013-09-26,69.428574,69.794289,69.128571,486.220001,69.459999,59305400
2013-09-27,69.111427,69.238571,68.674286,482.750000,68.964287,57010100
2013-09-30,68.178574,68.808571,67.772858,476.749969,68.107140,65039100
2013-10-01,68.349998,69.877144,68.339996,487.960022,69.708572,88470900
2013-10-02,69.375717,70.257141,69.107140,489.559998,69.937141,72296000
2013-10-03,70.072861,70.335716,68.677139,483.410004,69.058571,80688300
2013-10-04,69.122856,69.228569,68.371429,483.030029,69.004288,64717100
2013-10-07,69.508568,70.378571,69.335716,487.750000,69.678574,78073100
2013-10-08,69.991432,70.091431,68.648575,480.939972,68.705711,72729300
2013-10-09,69.234283,69.684288,68.325714,486.589996,69.512856,75431300
2013-10-10,70.188568,70.339996,69.577141,489.639984,69.948570,69650700
2013-10-11,69.570000,70.548569,69.308571,492.809998,70.401428,66934700
2013-10-14,69.975716,71.082855,69.907143,496.039978,70.862854,65474500
2013-10-15,71.072861,71.714287,70.788574,498.679993,71.239998,80018400
2013-10-16,71.541428,71.790001,71.318573,501.109985,71.587143,62775300
2013-10-17,71.425713,72.111427,71.382858,504.500000,72.071426,63398300
2013-10-18,72.284286,72.751427,72.244286,508.889984,72.698570,72635500
2013-10-21,73.110001,74.900002,73.074287,521.360046,74.480003,99526700
2013-10-22,75.201431,75.492859,72.575714,519.869995,74.267143,133515900
2013-10-23,74.142860,75.095711,74.142860,524.960022,74.994286,78430800
2013-10-24,75.000000,76.067146,74.635712,531.910034,75.987144,96191200
2013-10-25,75.902855,76.175713,75.015717,525.960022,75.137146,84448000
2013-10-28,75.577141,75.857140,74.744286,529.880005,75.697144,137610200
2013-10-29,76.610001,77.035713,73.505714,516.680054,73.811432,158951800
2013-10-30,74.230003,75.360001,73.860001,524.900024,74.985718,88540900
2013-10-31,75.000000,75.355713,74.467140,522.699951,74.671425,68924100
2013-11-01,74.860001,74.971428,73.691429,520.030029,74.290001,68722500
2013-11-04,74.442856,75.260002,74.115715,526.750000,75.250000,61156900
2013-11-05,74.940002,75.555717,74.714287,525.450012,75.064285,66303300
2013-11-06,74.878571,74.980003,74.028572,520.920044,74.417145,55843900
2013-11-07,74.225716,74.741432,73.197144,512.489990,73.212860,65655100
2013-11-08,73.511429,74.447144,73.227142,520.559998,74.365715,69829200
2013-11-11,74.284286,74.524284,73.487144,519.049988,74.150002,56863100
2013-11-12,73.952858,74.845711,73.857140,520.010010,74.287140,51069200
2013-11-13,74.000000,74.607140,73.851425,520.630005,74.375717,49305200
2013-11-14,74.687141,75.611427,74.552856,528.160034,75.451431,70604800
2013-11-15,75.225716,75.584282,74.927139,524.989990,74.998573,79480100
2013-11-18,74.998573,75.312859,74.028572,518.630005,74.089996,61236000
2013-11-19,74.147141,74.768570,73.995712,519.549988,74.221428,52234700
2013-11-20,74.175713,74.345711,73.475716,515.000000,73.571426,48479200
2013-11-21,73.942856,74.458572,73.381432,521.140015,74.448570,65506700
2013-11-22,74.217140,74.594284,74.075714,519.799988,74.257141,55931400
2013-11-25,74.431427,75.124283,74.428574,523.739990,74.820000,57327900
2013-11-26,74.874283,76.591431,74.857140,533.399963,76.199997,100345700
2013-11-27,76.615715,78.000000,76.199997,545.960022,77.994286,90862100
2013-11-29,78.497147,79.761429,78.258568,556.069946,79.438568,79531900
2013-12-02,79.714287,80.618568,78.688568,551.230042,78.747147,118136200
2013-12-03,79.757141,80.911430,79.668571,566.320007,80.902855,112742000
2013-12-04,80.785713,81.312859,80.117142,565.000000,80.714287,94452400
2013-12-05,81.807144,82.162857,80.915718,567.900024,81.128571,111895000
2013-12-06,80.827141,80.964287,79.938568,560.019958,80.002853,86088100
2013-12-09,80.128571,81.368568,80.128571,566.429993,80.918571,80123400
2013-12-10,80.511429,81.125717,80.171425,565.549988,80.792854,69567400
2013-12-11,81.000000,81.567146,79.955711,561.359985,80.194283,89929700
